ID,Овог нэр,Мэргэжил,Төрсөн өдөр,Танилцуулга,BirthYear
1467,Hee-soon Park,Жүжигчин,1990-05-04 00:00:00,,1990
1468,Si-hyeon Park,Жүжигчин,1987-01-28 00:00:00,,1987
1469,Sang-wook Joo,Жүжигчин,1983-05-13 00:00:00,,1983
1470,Amy Gross,Жүжигчин,1991-01-25 00:00:00,,1991
1471,Alan Mak,Найруулагч,1940-07-14 00:00:00,,1940
1472,Pascal Laugier,Найруулагч,1997-02-13 00:00:00,,1997
1473,Jessica Biel,Жүжигчин,1988-10-30 00:00:00,,1988
1474,Jodelle Ferland,Жүжигчин,1988-10-20 00:00:00,,1988
1475,Logan Lerman,Жүжигчин,1965-12-19 00:00:00,,1965
1476,Matthew Macfadyen,Жүжигчин,1992-11-09 00:00:00,,1992
1477,Akiva Schaffer,Найруулагч,1965-03-14 00:00:00,,1965
1478,Ben Stiller,Найруулагч,1943-03-26 00:00:00,,1943
1479,Vince Vaughn,Жүжигчин,1999-12-01 00:00:00,,1999
1480,James Watkins,Найруулагч,1955-06-24 00:00:00,,1955
1481,Daniel Radcliffe,Жүжигчин,1946-09-22 00:00:00,,1946
1482,Janet McTeer,Жүжигчин,1981-01-17 00:00:00,,1981
1483,McG,Найруулагч,1955-06-03 00:00:00,,1955
1484,Reese Witherspoon,Жүжигчин,1996-08-20 00:00:00,,1996
1485,Chris Pine,Жүжигчин,1969-04-15 00:00:00,,1969
1486,Tom Hardy,Жүжигчин,1940-04-18 00:00:00,,1940
1487,Spike Brandt,Найруулагч,2002-10-25 00:00:00,,2002
1488,Grey DeLisle,Жүжигчин,1973-12-19 00:00:00,,1973
1489,Joe Alaskey,Жүжигчин,1957-05-10 00:00:00,,1957
1490,Alex Zamm,Найруулагч,1984-09-13 00:00:00,,1984
1491,David Mackey,Жүжигчин,1975-01-08 00:00:00,,1975
1492,Don Rickles,Жүжигчин,1941-12-14 00:00:00,,1941
1493,Ash Brannon,Найруулагч,1990-02-19 00:00:00,,1990
1494,Lee Unkrich,Найруулагч,1966-06-28 00:00:00,,1966
1495,Louis Leterrier,Найруулагч,1986-03-10 00:00:00,,1986
1496,Corey Yuen,Найруулагч,1999-02-11 00:00:00,,1999
1497,Qi Shu,Жүжигчин,1980-04-20 00:00:00,,1980
1498,Bryan Singer,Найруулагч,1984-04-29 00:00:00,,1984
1499,Tom Cruise,Жүжигчин,1956-10-21 00:00:00,,1956
1500,Bill Nighy,Жүжигчин,1955-09-08 00:00:00,,1955
1501,Christian Ditter,Найруулагч,1967-05-23 00:00:00,,1967
1502,Jonas Hammerle,Жүжигчин,1996-04-13 00:00:00,,1996
1503,Waldemar Kobus,Жүжигчин,1974-08-06 00:00:00,,1974
1504,David Keating,Найруулагч,1962-12-20 00:00:00,,1962
1505,Aidan Gillen,Жүжигчин,1991-06-16 00:00:00,,1991
1506,Eva Birthistle,Жүжигчин,1996-04-27 00:00:00,,1996
1507,Timothy Spall,Жүжигчин,1999-07-27 00:00:00,,1999
1508,Gavin O'Connor,Найруулагч,1959-09-24 00:00:00,,1959
1509,Joel Edgerton,Найруулагч,1986-11-02 00:00:00,,1986
1510,Te-Sheng Wei,Найруулагч,1978-12-17 00:00:00,,1978
1511,Masanobu Ando,Жүжигчин,1969-08-19 00:00:00,,1969
1512,Junichi Haruta,Жүжигчин,1966-03-14 00:00:00,,1966
1513,Sabu Kawahara,Жүжигчин,1947-07-24 00:00:00,,1947
1514,Eita,Жүжигчин,1958-02-20 00:00:00,,1958
1515,Kyoko Fukada,Жүжигчин,1976-04-11 00:00:00,,1976
1516,Kippei Shiina,Жүжигчин,1998-07-07 00:00:00,,1998
1517,Stephen J Anderson,Найруулагч,1997-03-06 00:00:00,,1997
1518,Don Hall,Найруулагч,1952-05-19 00:00:00,,1952
1519,Jim Cummings,Жүжигчин,1984-11-01 00:00:00,,1984
1520,Craig Ferguson,Жүжигчин,1945-08-06 00:00:00,,1945
1521,Ivan Oneka,Найруулагч,1984-07-20 00:00:00,,1984
1522,Gorka Vazquez,Жүжигчин,1962-07-26 00:00:00,,1962
1523,Keri Russell,Жүжигчин,1969-09-09 00:00:00,,1969
1524,Nathan Fillion,Жүжигчин,1987-05-14 00:00:00,,1987
1525,Alfred Molina,Жүжигчин,1968-01-16 00:00:00,,1968
1526,Patrick Leung,Найруулагч,1993-04-16 00:00:00,,1993
1528,Mini Yang,Жүжигчин,1975-03-21 00:00:00,,1975
1529,Eric Brevig,Найруулагч,2005-12-01 00:00:00,,2005
1530,Dan Aykroyd,Жүжигчин,1982-02-15 00:00:00,,1982
1531,Justin Timberlake,Жүжигчин,1959-07-24 00:00:00,,1959
1532,Константин Бронзит,Найруулагч,1991-03-03 00:00:00,,1991
1533,Олег Куликович,Жүжигчин,1966-12-04 00:00:00,,1966
1534,Дмитрий Высоцкий,Жүжигчин,1975-04-04 00:00:00,,1975
1535,Георгий Гитис,Найруулагч,1949-01-11 00:00:00,,1949
1536,Антон Макарский,Жүжигчин,1947-11-17 00:00:00,,1947
1537,Инна Гомес,Жүжигчин,1977-12-10 00:00:00,,1977
1538,Troy Quane,Найруулагч,1952-04-27 00:00:00,,1952
1539,Jack Angel,Жүжигчин,2005-11-03 00:00:00,,2005
1540,Fred Armisen,Жүжигчин,1996-06-22 00:00:00,,1996
1541,Владимир Вдовиченков,Жүжигчин,1986-04-05 00:00:00,,1986
1542,Виктор Хориняк,Жүжигчин,1988-06-28 00:00:00,,1988
1543,Ален Арман,Зохиолч,1976-09-24 00:00:00,Бүгд,1976
1544,Лхагваагийн Эрдэнэбулган,Найруулагч,1979-04-14 00:00:00,Лхагваа овогтой Эрдэнэбулган УГЗ - Урлагийн гавьяат зүтгэлтэн 1940/02/16 - 2021/01/28,1979
1545,Денис Алексеев,Найруулагч,1943-12-24 00:00:00,,1943
1546,Иван Макаревич,Жүжигчин,1965-11-23 00:00:00,,1965
1547,Екатерина Гусева,Жүжигчин,1972-09-21 00:00:00,,1972
1548,Кирилл Нагиев,Жүжигчин,2000-05-30 00:00:00,,2000
1549,Александр Баранов,Найруулагч,1954-06-27 00:00:00,,1954
1550,Александр Войтинский,Найруулагч,1972-10-18 00:00:00,,1972
1551,Александр Макогон,Жүжигчин,1962-09-16 00:00:00,,1962
1552,Илья Максимов,Найруулагч,1948-11-13 00:00:00,,1948
1553,Валерий Соловьев,Жүжигчин,1946-10-19 00:00:00,,1946
1554,Юрий Тарасов,Жүжигчин,1964-02-12 00:00:00,,1964
1555,Владимир Торопчин,Найруулагч,1945-06-09 00:00:00,,1945
1556,Олег Табаков,Жүжигчин,1944-06-07 00:00:00,,1944
1557,Антон Мегердичев,Найруулагч,1963-02-27 00:00:00,,1963
1558,Анатолий Белый,Жүжигчин,1953-05-01 00:00:00,,1953
1559,Андрей Прошкин,Найруулагч,1976-08-13 00:00:00,,1976
1560,Максим Суханов,Жүжигчин,1941-03-01 00:00:00,,1941
1561,Роза Хайруллина,Жүжигчин,1959-12-02 00:00:00,,1959
1562,Salavat Shajhinurov,Найруулагч,1969-12-01 00:00:00,,1969
1563,Anton Vinogradov,Жүжигчин,2003-07-27 00:00:00,,2003
1564,Vladimir Postnikov,Жүжигчин,1981-11-17 00:00:00,,1981
1565,Mikhail Chernyak,Жүжигчин,1998-02-16 00:00:00,,1998
1566,Simon Smith,Найруулагч,1962-08-28 00:00:00,,1962
1567,Сарик Андресян,Найруулагч,1969-09-06 00:00:00,,1969
1568,Сергей Глезин,Найруулагч,1967-09-30 00:00:00,,1967
1569,Дмитрий Быковский-Ромашов,Жүжигчин,1998-07-27 00:00:00,,1998
1570,Константин Феоктистов,Найруулагч,2003-04-23 00:00:00,,2003
1573,Алексей Андрианов,Найруулагч,2003-07-07 00:00:00,,2003
1574,Данила Козловский,Жүжигчин,1989-08-18 00:00:00,,1989
1575,Фёдор Бондарчук,Жүжигчин,1973-03-16 00:00:00,,1973
1576,Владимир Епифанцев,Жүжигчин,1975-09-12 00:00:00,,1975
1577,Larry Charles,Найруулагч,2004-09-18 00:00:00,,2004
1578,Sacha Baron Cohen,Жүжигчин,1958-10-12 00:00:00,,1958
1579,Ken Davitian,Жүжигчин,1962-11-19 00:00:00,,1962
1580,Clyde Geronimi,Найруулагч,1999-03-15 00:00:00,,1999
1581,Wilfred Jackson,Найруулагч,1965-07-01 00:00:00,,1965
1582,Barbara Luddy,Жүжигчин,1955-07-08 00:00:00,,1955
1583,Larry Roberts,Жүжигчин,1976-12-28 00:00:00,,1976
1584,Ray Winstone,Жүжигчин,1961-06-22 00:00:00,,1961
1585,Crispin Glover,Жүжигчин,1998-10-19 00:00:00,,1998
1586,Michelle Ferre,Жүжигчин,1999-12-31 00:00:00,,1999
1587,Robert Rodriguez,Найруулагч,1960-03-12 00:00:00,,1960
1588,Daryl Sabara,Жүжигчин,1974-12-13 00:00:00,,1974
1589,Alexa Vega,Жүжигчин,2004-12-11 00:00:00,,2004
1590,John Musker,Найруулагч,1988-12-29 00:00:00,,1988
1591,Jodi Benson,Жүжигчин,1954-03-26 00:00:00,,1954
1592,Samuel E Wright,Жүжигчин,1978-12-28 00:00:00,,1978
1593,Michael J Fox,Жүжигчин,1980-11-29 00:00:00,,1980
1594,Geena Davis,Жүжигчин,1983-02-16 00:00:00,,1983
1595,Kirk Jones,Найруулагч,1941-08-25 00:00:00,,1941
1596,Emma Thompson,Жүжигчин,1959-10-05 00:00:00,,1959
1597,Colin Firth,Жүжигчин,1996-05-28 00:00:00,,1996
1598,Guillermo del Toro,Найруулагч,1955-12-06 00:00:00,,1955
1599,Ron Perlman,Жүжигчин,1959-10-12 00:00:00,,1959
1600,Doug Jones,Жүжигчин,1961-04-14 00:00:00,,1961
1601,Selma Blair,Жүжигчин,1951-09-16 00:00:00,,1951
1602,Gary Trousdale,Найруулагч,1950-04-05 00:00:00,,1950
1603,Kirk Wise,Найруулагч,1962-11-26 00:00:00,,1962
1604,Paige O'Hara,Жүжигчин,1997-09-15 00:00:00,,1997
1605,Robby Benson,Жүжигчин,1940-02-07 00:00:00,,1940
1606,Shawn Levy,Найруулагч,1958-09-11 00:00:00,,1958
1607,Hugh Jackman,Жүжигчин,1944-01-01 00:00:00,,1944
1608,Evangeline Lilly and Dakota Goyo,Жүжигчин,1977-01-21 00:00:00,,1977
1609,Rupert Wyatt,Найруулагч,1956-07-16 00:00:00,,1956
1610,James Franco,Жүжигчин,1992-04-09 00:00:00,,1992
1611,Freida Pinto,Жүжигчин,1978-08-11 00:00:00,,1978
1612,Andrew Stanton,Найруулагч,1991-09-25 00:00:00,,1991
1613,Ben Burtt,Жүжигчин,1981-11-26 00:00:00,,1981
1614,Elissa Knight and Jeff Garlin,Жүжигчин,1968-12-07 00:00:00,,1968
1615,Tony Scott,Найруулагч,1996-10-28 00:00:00,,1996
1616,Denzel Washington,Жүжигчин,1971-06-08 00:00:00,,1971
1618,Gerard Butler,Жүжигчин,2002-09-12 00:00:00,,2002
1619,Lena Headey,Жүжигчин,2005-08-26 00:00:00,,2005
1620,David Wenham,Жүжигчин,1978-11-16 00:00:00,,1978
1621,Alejandro Gonzalez Inarritu,Найруулагч,1984-07-10 00:00:00,"Alejandro González Iñárritu, Алехандро Гонзалез Инярриту",1984
1622,Declan Donnellan,Найруулагч,1956-11-15 00:00:00,,1956
1623,Nick Ormerod,Найруулагч,1993-10-07 00:00:00,,1993
1624,Robert Pattinson,Жүжигчин,1984-04-29 00:00:00,,1984
1625,Uma Thurman,Жүжигчин,1999-07-27 00:00:00,,1999
1626,Baltasar Kormakur,Найруулагч,1957-08-15 00:00:00,Baltasar Kormákur,1957
1627,Mark Wahlberg,Жүжигчин,1991-12-25 00:00:00,,1991
1628,Giovanni Ribisi,Жүжигчин,1971-01-14 00:00:00,,1971
1629,Tim Burton,Найруулагч,1952-03-22 00:00:00,,1952
1630,Johnny Depp,Жүжигчин,1951-04-20 00:00:00,,1951
1631,Michelle Pfeiffer,Жүжигчин,1977-02-07 00:00:00,,1977
1632,Steven Soderbergh,Найруулагч,1961-01-30 00:00:00,,1961
1633,Alex Pettyfer,Жүжигчин,1946-09-22 00:00:00,,1946
1634,Olivia Munn,Жүжигчин,1968-03-11 00:00:00,,1968
1635,Tarsem Singh,Найруулагч,1983-02-03 00:00:00,,1983
1636,Lily Collins,Жүжигчин,1961-01-18 00:00:00,,1961
1637,Julia Roberts,Жүжигчин,2003-01-20 00:00:00,,2003
1638,Joel Schumacher,Найруулагч,1991-06-14 00:00:00,,1991
1639,Kiefer Sutherland,Жүжигчин,1973-11-03 00:00:00,,1973
1640,Anthony Hemingway,Найруулагч,2001-09-08 00:00:00,,2001
1641,Cuba Gooding Jr,Жүжигчин,1968-07-29 00:00:00,,1968
1642,Gerald McRaney,Жүжигчин,1949-03-20 00:00:00,,1949
1643,Robert Schwentke,Найруулагч,1942-05-14 00:00:00,,1942
1644,Bruce Willis,Жүжигчин,2001-11-28 00:00:00,,2001
1645,Helen Mirren,Жүжигчин,2003-05-07 00:00:00,,2003
1647,Jonathan Dayton,Найруулагч,1988-10-16 00:00:00,,1988
1648,Valerie Faris,Найруулагч,1946-10-19 00:00:00,,1946
1649,Paul Dano,Жүжигчин,1959-05-20 00:00:00,,1959
1650,Zoe Kazan,Жүжигчин,1942-09-17 00:00:00,,1942
1651,Annette Bening,Жүжигчин,1943-05-20 00:00:00,,1943
1652,Daniel Espinosa,Найруулагч,1956-03-28 00:00:00,,1956
1653,Ryan Reynolds,Жүжигчин,1977-10-05 00:00:00,,1977
1654,Robert Patrick,Жүжигчин,1944-04-28 00:00:00,,1944
1655,Yimou Zhang,Найруулагч,2004-12-25 00:00:00,,2004
1656,Christian Bale,Жүжигчин,1970-01-14 00:00:00,,1970
1657,Ni Ni,Жүжигчин,1957-05-31 00:00:00,,1957
1658,M Night Shyamalan,Найруулагч,1974-01-23 00:00:00,,1974
1659,Noah Ringer,Жүжигчин,1992-02-25 00:00:00,,1992
1660,Nicola Peltz,Жүжигчин,1960-08-18 00:00:00,,1960
1661,Jeremy Irvine,Жүжигчин,1943-02-19 00:00:00,,1943
1662,Emily Watson,Жүжигчин,1943-05-13 00:00:00,,1943
1663,Andrew Niccol,Найруулагч,1996-03-25 00:00:00,,1996
1664,Amanda Seyfried,Жүжигчин,1947-05-14 00:00:00,,1947
1665,Robin Wright,Жүжигчин,1981-12-12 00:00:00,,1981
1666,Gary Sinise,Жүжигчин,1965-05-18 00:00:00,,1965
1667,Joe Carnahan,Найруулагч,1991-04-26 00:00:00,,1991
1668,Liam Neeson,Жүжигчин,1943-12-30 00:00:00,,1943
1669,Dermot Mulroney,Жүжигчин,1999-04-04 00:00:00,,1999
1670,Frank Grillo,Жүжигчин,1986-01-30 00:00:00,,1986
1671,Terence Young,Найруулагч,1969-08-26 00:00:00,,1969
1672,Sean Connery,Жүжигчин,1953-08-30 00:00:00,,1953
1673,Robert Shaw,Жүжигчин,2004-06-28 00:00:00,,2004
1674,Lotte Lenya,Жүжигчин,1959-12-09 00:00:00,,1959
1675,Ben Whishaw,Жүжигчин,1972-05-16 00:00:00,,1972
1676,Joseph Kosinski,Найруулагч,1966-01-05 00:00:00,,1966
1677,Jeff Bridges,Жүжигчин,1955-03-20 00:00:00,,1955
1678,Garrett Hedlund,Жүжигчин,1967-07-01 00:00:00,,1967
1679,Henry Thomas,Жүжигчин,1949-12-30 00:00:00,,1949
1680,Drew Barrymore,Жүжигчин,1940-02-10 00:00:00,,1940
1681,Tim Hill,Найруулагч,1959-02-20 00:00:00,,1959
1682,Russell Brand,Жүжигчин,1947-05-25 00:00:00,,1947
1683,James Marsden,Жүжигчин,1967-05-18 00:00:00,,1967
1684,Robin Williams,Жүжигчин,1996-12-10 00:00:00,,1996
1685,Kirsten Dunst,Жүжигчин,1950-09-24 00:00:00,,1950
1686,Gore Verbinski,Найруулагч,1940-01-30 00:00:00,,1940
1687,Lee Evans,Жүжигчин,1947-05-02 00:00:00,,1947
1688,Lindsay Lohan,Жүжигчин,1973-07-16 00:00:00,,1973
1689,Dennis Quaid,Жүжигчин,1958-02-20 00:00:00,,1958
1690,Cameron Crowe,Найруулагч,1972-04-22 00:00:00,,1972
1691,Scarlett Johansson,Жүжигчин,1941-12-06 00:00:00,,1941
1692,Frank Coraci,Найруулагч,1961-12-25 00:00:00,,1961
1693,Kevin James,Жүжигчин,1967-01-26 00:00:00,,1967
1694,Rosario Dawson,Жүжигчин,1968-06-20 00:00:00,,1968
1695,Henckel von Donnersmarck,Найруулагч,1976-05-17 00:00:00,,1976
1696,Dennis Dugan,Найруулагч,1991-07-09 00:00:00,,1991
1697,Adam Sandler,Жүжигчин,1970-11-02 00:00:00,,1970
1698,Al Pacino,Жүжигчин,1995-07-09 00:00:00,,1995
1699,Chris Williams,Найруулагч,1974-12-18 00:00:00,,1974
1700,John Travolta,Жүжигчин,1957-03-08 00:00:00,,1957
1701,Miley Cyrus,Жүжигчин,1955-02-11 00:00:00,,1955
1702,Doug Liman,Найруулагч,1961-04-14 00:00:00,,1961
1703,Franka Potente,Жүжигчин,1979-06-08 00:00:00,,1979
1704,Paul Greengrass,Найруулагч,1956-01-02 00:00:00,,1956
1705,Joe Lynch,Найруулагч,2000-05-02 00:00:00,,2000
1706,Erica Leerhsen,Жүжигчин,1971-09-03 00:00:00,,1971
1707,Henry Rollins,Жүжигчин,1996-12-22 00:00:00,,1996
1708,Texas Battle,Жүжигчин,1985-02-04 00:00:00,,1985
1709,Andrew Morahan,Найруулагч,1962-01-01 00:00:00,,1962
1710,JJ Feild,Жүжигчин,1955-01-24 00:00:00,,1955
1711,Leo Gregory,Жүжигчин,1989-02-06 00:00:00,,1989
1712,Kuno Becker,Жүжигчин,1961-10-30 00:00:00,,1961
1713,Anika Noni Rose,Жүжигчин,1956-04-17 00:00:00,,1956
1714,Keith David,Жүжигчин,2001-05-28 00:00:00,,2001
1715,Luke Greenfield,Найруулагч,1971-11-08 00:00:00,,1971
1716,Nicholas Downs,Жүжигчин,1943-03-16 00:00:00,,1943
1717,Spike Lee,Найруулагч,1972-08-27 00:00:00,,1972
1718,Gil Kenan,Найруулагч,1970-05-30 00:00:00,,1970
1719,Mitchel Musso,Жүжигчин,1997-01-08 00:00:00,,1997
1720,Sam Lerner,Жүжигчин,1986-12-18 00:00:00,,1986
1721,Harold Ramis,Найруулагч,1952-08-18 00:00:00,,1952
1722,Mike Gabriel,Найруулагч,1949-12-05 00:00:00,,1949
1723,Eric Goldberg,Найруулагч,1979-11-02 00:00:00,,1979
1724,Linda Hunt,Жүжигчин,1943-02-16 00:00:00,,1943
1725,Brett Ratner,Найруулагч,1961-01-20 00:00:00,,1961
1726,Chris Tucker,Жүжигчин,1949-02-13 00:00:00,,1949
1727,Joby Harold,Найруулагч,1941-05-10 00:00:00,,1941
1728,Hayden Christensen,Жүжигчин,2000-08-23 00:00:00,,2000
1729,Matt Reeves,Найруулагч,1945-12-05 00:00:00,,1945
1730,Mike Vogel,Жүжигчин,1940-08-11 00:00:00,,1940
1731,Jessica Lucas,Жүжигчин,2001-07-28 00:00:00,,2001
1732,Lizzy Caplan,Жүжигчин,1952-06-05 00:00:00,,1952
1733,Nick Cassavetes,Найруулагч,1993-11-22 00:00:00,,1993
1734,Gena Rowlands,Жүжигчин,1942-01-24 00:00:00,,1942
1735,James Garner,Жүжигчин,1950-02-18 00:00:00,,1950
1736,Christopher Nolan,Найруулагч,1947-04-20 00:00:00,,1947
1737,David Slade,Найруулагч,1986-08-12 00:00:00,,1986
1738,Kristen Stewart,Жүжигчин,1980-12-05 00:00:00,,1980
1739,Chris Weitz,Найруулагч,1971-05-20 00:00:00,,1971
1740,Ruben Fleischer,Найруулагч,1955-12-13 00:00:00,,1955
1741,Emma Stone,Жүжигчин,1945-11-12 00:00:00,,1945
1742,Woody Harrelson,Жүжигчин,1977-07-26 00:00:00,,1977
1743,Joseph Gordon-Levitt,Жүжигчин,1955-03-24 00:00:00,,1955
1744,Danny Boyle,Найруулагч,1978-12-14 00:00:00,,1978
1745,Mikael Hafstrom,Найруулагч,1985-05-16 00:00:00,,1985
1746,John Cusack,Жүжигчин,1996-01-24 00:00:00,,1996
1747,Matthew O'Callaghan,Найруулагч,1972-08-08 00:00:00,,1972
1748,Todd Wilderman,Найруулагч,1940-04-24 00:00:00,,1940
1749,Joel McHale,Жүжигчин,1958-07-11 00:00:00,,1958
1750,Mike Epps,Жүжигчин,1996-04-28 00:00:00,,1996
1751,Thandiwe Newton,Жүжигчин,1975-03-13 00:00:00,,1975
1752,Chiwetel Ejiofor,Жүжигчин,1980-11-11 00:00:00,,1980
1753,Dean DeBlois,Найруулагч,1970-03-20 00:00:00,,1970
1754,Jay Baruchel,Жүжигчин,1950-09-28 00:00:00,,1950
1755,Пётр Фёдоров,Жүжигчин,1999-03-08 00:00:00,,1999
1756,Tom McGrath,Найруулагч,1991-01-06 00:00:00,,1991
1757,Will Ferrell,Жүжигчин,2005-09-06 00:00:00,,2005
1758,Johan Hill,Жүжигчин,1996-06-18 00:00:00,,1996
1759,Pierre Morel,Найруулагч,1959-03-20 00:00:00,,1959
1760,Maggie Grace,Жүжигчин,1956-10-12 00:00:00,,1956
1761,Frank Miller,Найруулагч,1956-05-25 00:00:00,,1956
1762,Quentin Tarantino,Найруулагч,2000-08-22 00:00:00,,2000
1763,Mickey Rouke,Жүжигчин,1976-10-04 00:00:00,,1976
1764,Rachel Weisz,Жүжигчин,1969-12-29 00:00:00,,1969
1765,Peyton Reed,Найруулагч,2003-11-27 00:00:00,,2003
1766,Zooey Deschanel,Жүжигчин,1979-10-29 00:00:00,,1979
1767,Bradley Cooper,Жүжигчин,2000-01-09 00:00:00,,2000
1768,Tom Shadyac,Найруулагч,2004-12-26 00:00:00,,2004
1769,Jennifer Aniston,Жүжигчин,1945-03-30 00:00:00,,1945
1770,Steve Bendelack,Найруулагч,1963-11-11 00:00:00,,1963
1771,Rowan Atkinson,Жүжигчин,1988-06-14 00:00:00,,1988
1772,Willem Dafoe,Жүжигчин,1993-09-01 00:00:00,,1993
1773,Shido Nakamura,Жүжигчин,1949-10-19 00:00:00,,1949
1774,BBC,Найруулагч,1961-01-05 00:00:00,,1961
